category	title	review
Kitchen	Jack LaLanne JLPJB Power Juicer Juicing Machine	I have had my Jack Lalanne juicer for almost eight years now.  It has been fabulous!  I have enjoyed using it and it is still going strong!  I don't love the clean up - but that is just my laziness.  I highly recommend this juicer!!
Jewelry	Joystore Elegant Fashion Jewelry 925 Silver Plated Stud Dangle Earings Eardrop Skeleton Big Rose	The posts were already bent when I received them.  Very poorly made
Kitchen	Bormioli Rocco Rolly Jug with Ice Container and Red Lid, 87-1/4-Ounce	Love this!  Use it for making ice tea :)
Jewelry	Qiyun Faceted Crystal Oval Tear Drop Bead Eye Shape Design Pendant Link Necklace	The pendant itself is beautiful but the necklace was broken in pieces.
Jewelry	Nicerocker Hot New Fashion Colorful Jewelry Aureate Drip Hot Air Balloon Pendant Long Necklace	Its a very nice piece for the price and it is not heavy.  The colors are very bright and you can wear it with several different colors of tops or dresses
Jewelry	"Myia Passiello ""Timeless"" Swarovski Zirconia 3 Carat Each Round Stud Earrings"	Received today and the box was completely empty!!  It was supposed to be a pair of earrings, but the foam in the empty box is for a ring.  This Prime Day thing has been a total failure.  I will be requesting my money back.
Jewelry	Alex and Ani Living Water Charm Bangle Rafaelian Gold Finish Bracelet, CBD12LWRG	I bought it for my daughter's birthday and she loves it.
Jewelry	"Pro Jewelry .925 Sterling Silver ""Teacher's Apple w/ Pink Enamel Leaf"" Charm Bead for Snake Chain Charm Bracelet"	Love it
Jewelry	Sterling Silver Necklace Music Note Symbol: Heart of Treble and Bass Clefs Pendant © with Polishing Cloth	I got this for my daughter's birthday, as she'd been saying that she wanted a music-themed necklace.  It's very pretty, but the one pictured is better quality than what I got.  The soldering in person is a good bit more evident than in the image, and the silver itself isn't as smooth.  I'm considering replacing the chain because as someone else noted, it came already partially tangled and will probably continue to tangle with wear.<br /><br />Still very pretty an a lot more eye catching than most of the other musical note jewelry to be found, without being gaudy.  The polishing cloth is a small, but appreciated bonus.
Kitchen	Zipzicle Ice Pop Molds	Great for freezing fresh juice or fruit puree into healthy icee treats.
Jewelry	Titanium Domed Hawaiian Koa Wood Inlay Ring 8MM	Very light-weight ring, and the &#34;koa wood&#34; looked like a printed, pixelated picture.<br /><br />Alliteration aside, I will be returning this.
Kitchen	Kuhn Rikon Corn Zipper	Love this product. Makes freezing corn so much easier
Jewelry	"Pu Leather Bracelet Triple Band Skull, 8.5"""	cheap
Kitchen	T-fal FR4049 Family Pro 3-Liter Oil Capacity Electric Deep Fryer with Stainless Steel Waffle, 2.6-Pound, Silver	I am ordering my 2nd ActiFry today.  I put a priority on making vegetables for my family and this appliance allows me to make the roasted vegetables they all enjoy with out mess.  I LOVE it for roasted cauliflower, sweet potatoes, brussel sprouts. Anything!  It cleans easily in the dishwasher. I use it almost daily and highly recommend it!
Jewelry	INBLUE men's Large Stainless Steel Ring Silver Cross Biker Vintage	Not a full ring.  It's open in the back.
Kitchen	Infuser Water Bottle (Orange)	Love it!  Easy to infuse, with the lift out container inside..easy to clean, dishwasher safe Phalate free.
Kitchen	Presto 04212 4-in-1 Clock/Timer	I was going to send it back.  I did not realize it has a &#34;flim&#34; plastered over the display - it needs to be removed or you will not be able to see what you are doing!<br />Know that once you set the calendar, you can just toggle back and forth between 12 hr and 24 hr, which is nice.<br />I emailed cust service and they got back to me right away and gave me the phone # to call them if I still needed to.<br />Taking the protective film off eliminated by obvious problem, but I still had another question (12 vs. 24 hr clock).  So I called:  they answered on the first ring, then moved me to a queue and my wait was about 45 seconds.<br />TERRIFIC!<br />I bought two timers and knew I could send one back and get two of the same if I could only love one.  But I love them both:  this one and the Taylor one.
Jewelry	.925 Sterling Silver Princess Cut Cubic Zirconia Wedding Ring Set	The ring is beautiful and it's what i expected<br />Thank You
Kitchen	Wusthof Silverpoint II 2-Piece Santoku Knife and Sharpener Set	Nice knife, but the handle is pretty cheap for a Wusthof. Very nice sharpener.
Jewelry	EVER FAITH Austrian Crystal Elegant Rose Flower Leaf Teardrop Neckalce Earrings Set Multocolor Gold-Tone	they should of been ashame to even sell it<br />it came broken, the stones did not fit in the mounting<br />I sent it back the day I got it
Kitchen	Cuisinart DLC-2A Mini Prep Plus 3-Cup 250-Watt Food Processor	Love this little pink food processor. Have only used it to make rices cauliflower so far.
Jewelry	"Kenneth Cole New York ""Pebble Beach"" Mixed Bead Friendship Adjustable Bracelet"	Made well and I love it!
Kitchen	Hamilton Beach 22444 SmartToast Extra-Wide Slot Toaster	It doesn't get as hot as some cheaper slice toasters.  So you have to turn it all the way up in order to get a light char on your multi-grain toast. And it takes a lot longer to toast. The pros are that it's pretty compact, handles four slices, and is attractive.
Kitchen	Aroma Housewares ARC-914SBD Digital Cool-Touch Rice Cooker and Food Steamer,  8-Cup (Cooked), Silver	This thing works WAY TOO GOOD. The rice I steam is SOOO delicious and the steamed foods are DELICIOUS! I'm on my way to start cooking stews and soups in it! :)
Kitchen	Housweety Yarn/fiber/wool/string Ball Winder Hand-operated	Love using it, it gets the job done. I would have given 5 stars, but the arm that carries the yarn for the winder comes loose and falls in which I have to stop and fix it. Other than that it works great.
Kitchen	Kinetic GoGreen Classicor Wrought Iron Oval Pot Rack	Nuff said.
Kitchen	HomeFlav Kitchen Timer	I bought two of this kitchen timers and I'm so disappointed. It looks so cute but stop working after few days of use. So if you want as a decor in your kitchen it's fine but not for a timer. lol
Kitchen	Hamilton Beach 51101BA Personal Blender with Travel Lid, Black	It's alright for the money I paid.  It gives me that burned rubber smell when I am making a smoothie.
Kitchen	KRUPS F203 Electric Spice and Coffee Grinder with Stainless Steel Blades, 3-Ounce, Black	Generally nice and handy grinder I really like it, however the voltage is incompatible with my country even when I use a down voltage converter it still blow the motor. Service centre here is not able to provide replacement or servicing. Didn't have a chance to test with beans before it spoiled.
Kitchen	BUILT NY Gourmet Getaway Neoprene Mini Snack Tote	Works great.  Washable.
Kitchen	Sun's Tea (TM) 9 oz Strong Double Wall Manhattan Style old-fashioned Vodka/Scotch/Whiskey Glasses, Set of 2	The packaging was superb, well protected, but not too bulky.  The glasses keep things colder longer and do not &#34;sweat&#34;.  The borosilicate has a different feel to it, but is quite nice after you get used to it.  I'll be buying more.
Kitchen	Ateco Professional Maple Rolling Pin	I bought it for making making pie crust, duh. It is large enough to use if my baseball bat breaks. It cleans wells. It does the job.
Jewelry	Beautiful White Cone Puka Shells Surfer Necklace with FREE Matching Bracelet	Love it
Jewelry	"Sterling Silver Yellow CZ By The Yard Stations Anklet Bracelet 10"""	Chain broke the first time I wore it.  Disappointed in the quality.
Jewelry	Fashion Wedding Bridal Clear Faux Pearl Rhinestone 5 Rows Stretch Elastic Bangle Bracelet	Beautiful!
Jewelry	Dogeared New Beginnings Lotus Necklace, Gold Dipped	I believe new beginnings style is nice and meaningful.
Jewelry	2.00 carat VVS1 round Engagement Ringing 18k Gold over silver (7.5)	I want to return it because the ring dented and the shape is not fully round.
Kitchen	Under Armour 64 oz. Insulated Water Bottle	Sturdy and a great lid. Screws on easy and keeps the water cold. I got two of them for my boys who play tennis. I wish it came in different colors so they could easily tell whose is whose though!
Jewelry	Sterling Silver Princess Cut Light Blue & Olive Green Cubic Zirconia CZ Ring	My fiance and I bought this ring this past Christmas.... It has been eight months; ring is chipping and turning... I do not recommend this ring. And the only reason I even picked a star is because I had to...
Kitchen	Applica/Spectrum Brands G48TD Waffle Maker/Griddle, Stainless Steel, 1200-Watt	Had the same one for many years.  Just replaced it with the same waffle maker!  Love it!
Kitchen	Miles Kimball Black Banana Holder Tree	Good
Jewelry	Men's Stainless Steel Wood Inlay Cuff Bracelet	looks great, lots of compliments<br />better quality than I excepted.
Jewelry	Pro Jewelry 925 Sterling Silver Birthstone July Ruby Red Crystal Spacer Bead	Cute item for the price.
Kitchen	Wilton Recipe Right Oblong Pan with Cover	Great. Useful pan.
Jewelry	Beads Hunter (Set of 2) Sterling Silver Crystal Stone Round Ball Beads (Blue)	Very pretty. I have bought one in every color.
Kitchen	Pre-Programmed Digital Meat Thermometer - Instant Probe Read -5 BBQ Cooking Program - Dad Birthday Gift Idea	Works better than any cheap thermometer I've had, but it's still pretty slow. I was expecting something that would work in a matter of seconds, but it takes about a minute to get a temperature reading.
Kitchen	Keurig K45 Elite Coconut White Single Cup Home Brewing System	Great product
Jewelry	20mm 14k Gold Plated Hip Hop Jumbo Dookie Rope Chain Necklace + Microfiber Jewelry Polishing Cloth	I couldn't be happier with my chain.  Looks great and legit 36&#34;.
Kitchen	Bormioli Rocco Airtight Jar	This kind of jar is the only real solution for pantry moths, in my opinion.  I put all pantry items in mason jars and the moths can't get in.
Jewelry	"BodFx ""Marble Man"" 72 Piece Complete Ear Stretching Kit. 14g-00g"	Everything came to with the exact items. I was very satisfied with my order and would definitely suggest this package and company.
Jewelry	"Sterling Silver Oxidized Celtic Tree of Life Pendant Necklace, 18"""	My wife has gotten so many compliments since she has been wearing this necklace. She has always been into Celtic jewelry.
Jewelry	Comos Parrty Office Flower Small Faux Pearl Pin Crystal Brooch White	Love it! Cute and arrived before it was scheduled to. Looks exactly like the picture!
Kitchen	Reusable Premium Metal Filters by Slimm Filter for Use in the AeroPress Coffee Maker, Package of 2 Filters	I am a 3-4 cup a day aeropress user and I love my new Slimm premium metal filter. It is sturdy and is very easy to clean. It has a very fine mesh and a good fit to the aeropress so no grounds leakage. I am so happy with the product, I bought one for my son too.
Jewelry	Sterling Silver Round Cut Cubic Zirconia Stud Earrings	These are great for the price! They are very sparkly, appropriately sized (don't look way too big to be real), and don't irritate my ears.
Kitchen	California Home Goods CHG-IT1 2-Inch Silicone Ice Cube Tray (3 Pack)	These trays are AWESOME!!! BIG CUBES!!! Great for iced tea and cocktails out here in Tucson, AZ. I definitely recommend these trays for anyone looking to keep it cool...
Kitchen	Gourmet Basics by Mikasa Countryside 2-Tier Flat-Back Metal Basket, Antique Black	Perfect for runaway veggies or bread or whatever near the counter. I hung it on the wall above the counter and keep fruit etc in the friendly baskets.
Kitchen	Englewood Marketing Group BJX-5 Jumbo Jerky Works Kit	It os much easier to prepare jerk with it. Easy to clean.
Jewelry	"Sterling Silver Front-Back Cubic Zirconia 2mm Hoop Earrings (2"" Diameter, 7.2 cttw)"	LOVE LOVE LOVE-- they are very light on the lobes too!
Jewelry	Honey Amber Sterling Silver Small Square Stud Earrings	Bought these for my daughter for Christmas, as she loves Amber.  She loved them :)
Jewelry	Mixi Multicolor Rope Leather Bracelets Fashion Adjustable Rope Wristband Cuff Bracelet	Great bracelet!! Love it! Fast ship too!
Kitchen	Pelican 45 Quart Elite Ice Chest Cooler, White	This ice chest went above my expectations! It holds ice really well It has enough room for whatever you need. Although,  it is a bit heavy when full, but movable!  I would definitely recommend it!
Kitchen	Keurig K45 Elite Coconut White Single Cup Home Brewing System	I have the original kuerig and am looking to upgrade to one that offers cold coffee drinks. Haven't seen any reviews on how this one does with that?
Kitchen	Rollie Hands-Free Automatic Electric Vertical Nonstick Easy Quick Egg Cooker	Kids love it.  Just be sure not to jam to much food in or it won't cook all the way through.
Kitchen	bubba 34 oz travel mug classic fuchsia	Awesome!
Jewelry	"Alex and Ani ""Charity By Design"" Best Friends Bangle Bracelet, Set Of 2"	Oh so cute! My girlfriend loved hers & now we have something to represent our friendship! Very neat. Love Alex and Ani!
Jewelry	Nose Ring Hoop Set 18 Gauge (1mm) 3/8 Inch Length (10mm) 12 Pieces - 6 Pairs	Love them
Kitchen	Refrigerator or Freezer Thermostat (Temperature Controller)	A+++
Kitchen	Kotobuki Condiment Containers for Bento Box, Mini	exactly as described and fits in some of my bento boxes
Kitchen	Aladdin 3 Classic Mason Jar Tumblers w/Straws & Lids Purple Turquoise Red 20 Oz	I was looking for the 40oz.
Jewelry	10k Gold Swarovski Zirconia Studs (1 cttw)	They are beautiful.
Jewelry	Sorrelli Luxurious Emerald-Cut Cocktail Ring	My daughter loves these big costume rings, I'm sure she will love this one too. Came gift boxed, very nice!
Jewelry	Lot of 20 Multi Crystals Nose Rings Bone Nose Stud Bar Barbell Piercing 0.8mm	took more than a few weeks to get them. I almost forgot that I ordered them but the quality is OK the gems fall out after a couple of weeks.
Kitchen	Standard Butter Dish(Colors May Vary)	Pretty good product.  Is a bit narrow, but keeps the butter nicely.  Would buy again.
Kitchen	Whiskey Stones - Yukiss? Set of 8 with Plastic Storage Box Tongs, Stainless Steel Reusable Wine Ice Cubes, Best Whiskey Chiller, Greatest Whiskey Chilling Rocks, Whisky Stones and Sipping Stones	They work well it your drink is chilled first.
Jewelry	AGS Certified 3/4 Carat TW Diamond Halo Engagement Ring in 14K White Gold (K-L Color, I2-I3 Clarity)	After a week of my fiancee wearing it a diamond fell of took to jewelry to get fixed ... they fixed that one when they polished it more diamonds starting falling out.
Jewelry	JY Jewelry Band Gold Tone Headpiece Chain Hairband BOHO Charm Band Hair	It's more beautiful in person and for the price it is 100% worth it! I am impressed it stayed together for an entire festival.
Jewelry	Jane Stone Fashion Necklace Yellow Bubble Beaded Necklace Bib Statement Necklace Bridesmaid Wedding Necklace (Fn0627-Yellow)	Had a small flaw in the middle/large bead but overall beautiful.
Kitchen	Chef'n VeggiChop Hand-Powered Food Chopper	Love the Chef'n Biggie Chopper so much I order one for my RV. This makes the 3rd Chopper got this one for my daughter's Christmas.
Kitchen	Blank Arrow Yard Sign (blank w/red border) Party Accessory  (1 count)	Fairly flimsy.  Not sure what I expected for the price, but could have accomplished this with some paper and a stick.  I really thought the arrow would be &#34;stiff&#34; and made of some kind of corrugated cardboard.
Kitchen	George Foreman GRP1060B 4 Serving Removable Plate Grill, Black	It could hardly hold one T- Bone steak.
Kitchen	New Star Foodservice 43204 Commercial Grade French Fry Cutter with Suction Feet, 1/2 Inch and 3/8 Inch Blades, Limited Edition Black	The fry cutter was what I was looking for and works great
Jewelry	Body Accentz&reg; 316L Nose Screw Bonus Pack with 5 Assorted 2mm Gem 18g	These are really hard to put in....there a little short also so there tight on your nose!
Kitchen	OXO Good Grips Classic Tea Kettle, Brushed Stainless	I love this tea kettle! It is extremely well made. I like the style very much.  The burnished stainless steel exterior doesn't show water spots as easily as polished stainless steel.  I love the coated interior.  My well-water contains a lot of minerals and my last tea kettle's interior would be covered in lime within a week.  So far (almost a month of use), there isn't a spec of lime buildup.  The handle is high to make filling easy and the padding is comfortable to grip.  I only have one TINY gripe... the whistle is not as loud as my old kettle.  Nonetheless, I would not give up this tea kettle for any other.
Kitchen	Tupperware Sheerly Elegant Pitcher	it's my favorite pitcher
Kitchen	Emsa Perfect Beaker	Awesome product with lots of measurements. Plastic, not glass, so keep it our of the dishwasher.
Kitchen	Thermos ELEMENT5 16-Ounce Food Jar	Keeps your good hot for a long time. Very convenient and sturdy.
Kitchen	Farberware Classic 17-Piece Tool and Gadget Set	So handy and feel good in the hand.
